CourseNumber,Section,Title,MinCredit,MaxCredit,Description
MATH& 152,A   ,Calculus II,-1,5.0,"(Q,NS) Second course in calculus sequence. Integration of algebraic and transcendental functions and applications of definite integration, including areas, volumes, work, hydrostatic force and centers of mass; polar coordinate calculus and parametric equations. Numerical techniques and improper integrals. For majors in engineering, science, mathematics and others requiring more than one quarter of calculus. Assesses Core Learning Outcome 2."
MATH& 152,B   ,Calculus II,-1,5.0,"(Q,NS) Second course in calculus sequence. Integration of algebraic and transcendental functions and applications of definite integration, including areas, volumes, work, hydrostatic force and centers of mass; polar coordinate calculus and parametric equations. Numerical techniques and improper integrals. For majors in engineering, science, mathematics and others requiring more than one quarter of calculus. Assesses Core Learning Outcome 2."
MATH& 163,A   ,Calculus 3,-1,5.0,"(Q,NS) Third course in calculus sequence. Infinite numerical series, power series and Taylor polynomials; vectors in two and three dimensions; lines and planes; partial differentiation with applications; double integrals in rectangular and polar coordinates with applications.  For majors in engineering, science, mathematics and others requiring more than two quarters of calculus. Assesses Core Learning Outcome 2."
MATH& 264,A   ,Calculus 4,-1,4.0,"(Q,NS) Fourth  course in calculus sequence. Triple integrals in rectangular, cylindrical and spherical coordinates with applications, calculus of vector valued functions and space curves, analysis of motion in space, directional derivatives, gradients and applications, line and surface integrals with applications, Greens theorem, Stokes theorem and the Divergence theorem. For majors in engineering, science, mathematics and others requiring more than three quarters of calculus. Assesses Core Learning Outcome 2."
MC 101,OL1 ,Orientation and Computer Fundamentals,-1,1.0,"Use of program tools and resources to navigate coding web site and resources. Introduction to basic hardware and technologies related to the medical office environment. Assesses Core Learning Outcomes 3, 6."
MC 105,OL1 ,Healthcare Delivery Systems and Legal Compliance,-1,3.0,"Structure, organization, and inner workings of the current healthcare system in the United States.  Legislative and regulatory processes in the United States relating to patient records and health information. Includes HIPAA (Health Insurance Information Portability Accountability Act), standards of ethical coding, and privacy and security policies. Assesses Core Learning Outcomes 1, 3, 6."
MC 112,OL1 ,Health Information Management,-1,5.0,"Study of healthcare delivery systems, data, and use of health information. Assesses Core Learning Outcome 1."
MC 115,OL1 ,Healthcare Reimbursement,-1,3.0,"Presents information about healthcare facilities, third-party payers, and physicians' roles in medical billing and coding. Federal legislation and claim information is also presented. Assesses Core Learning Outcome 2."
MC 120,OL1 ,Healthcare Vocabulary,-1,4.0,"The study of vocabulary used in medical coding, including spelling; looking up words; learning root words, prefixes, suffixes, and abbreviations; creating plural medical words; understanding the meanings of words; and differentiating between alike words. Assesses Core Learning Outcomes 5, 6."
MC 136,OL1 ,Structure and Function of the Human Body,-1,4.0,"Study of basic structure and organization of the human body as needed to assign correct medical codes. Emphasis on terminology used to identify each body system in medical reports and patient records. Assesses Core Learning Outcomes 1, 6."
MC 138,OL1 ,Pathophysiology,-1,3.0,Identification of disease causes and processes as they relate to assigning medical diagnostic and procedural codes. Assesses Core Learning Outcome 2.
MC 140,OL1 ,Basics of Pharmacology,-1,1.0,"Study of drug categories, classifications, routes of administration, and therapeutic effects. Includes toxicology, immune responses, pain management, poisonings and anesthesia. Assesses Core Learning Outcome 6."
MC 145,OL1 ,Coding with ICD,-1,6.0,"Identification of disease causes and processes as they relate to assigning medical diagnostic and procedural codes. Assesses Core Learning Outcomes 1, 2."
MC 148,OL1 ,Advanced Coding with ICD,-1,4.0,"Provides practice assigning ICD-10-CM (International Classification of Diseases, Version 10, Current Modification) diagnosis codes and ICD-10-PCS (International Classification of Diseases, Version 10, Procedure Coding System) procedure codes. Assesses Core Learning Outcomes 1, 2."
MC 150,OL1 ,Principles of Procedural Coding,-1,6.0,"Prepares students to analyze medical records and accurately assign CPT or HCPCS codes for clinic and hospital visits, medical procedures, and other treatment modalities. Prioritization and determination of level of code assignments are also taught. Assesses Core Learning Outcomes 1, 2."
MC 180,OL1 ,Medical Coding Practicum,-1,4.0,"Provides practice in reading healthcare scenarios to assign correct procedural and diagnostic codes. Also helps to prepare students for certification testing. Assesses Core Learning Outcomes 1, 2."
MFG T 100,A   ,Safety for Manufacturing,-1,4.0,"Introduction to the basic safety requirements of the manufacturing sector. Students will be introduced to tool and power equipment safety, set up and operations. Students will also receive training for an OSHA 10 Safety Certification. OSHA cert fee: $8.48."
MFG T 101,A   ,Introduction to Machining,-1,5.0,"Introduction to machining and manufacturing processes commonly used in the industry. The course will cover setup and operations of manual milling machines, lathes, drill presses, band saws and basic blue print reading. Introduction to Mastercam will lead to the setup and operations of CNC (computer numeric controlled) 3 axis vertical mills and basic CNC lathe work. Assesses Core Learning Outcomes 1, 2, 3, 6. Lab fee: $60.05."
MFG T 102,IB  ,Manufacturing Employment Readiness,-1,12.0,"Introduction to manufacturing.  The knowledge and skills required for entry level positions in diverse workplace scenarios with special emphasis on aerospace. Content includes a survey of mechanical concepts, precision measurement, blueprint reading, quality assurance, workforce skills/communication, ergonomics, lean manufacturing, and sustainable business practices. Assesses Core Learning Outcomes 1, 2, 3, 6.
OSHA cert fee: $8.48. Lab fee: 45.55."
MFG T 102,WHS ,Manufacturing Employment Readiness,-1,12.0,"Introduction to manufacturing.  The knowledge and skills required for entry level positions in diverse workplace scenarios with special emphasis on aerospace. Content includes a survey of mechanical concepts, precision measurement, blueprint reading, quality assurance, workforce skills/communication, ergonomics, lean manufacturing, and sustainable business practices. Assesses Core Learning Outcomes 1, 2, 3, 6.
OSHA cert fee: $8.48. Lab fee: 45.55."
MFG T 104,A   ,Machine Operator 1,-1,20.0,"Applied machinist math including measurements, basic blue print reading, conventional lathe and mill operations, small shop tools operation and an introduction to CNC (Computer Numerical Controlled) machines. Introduction to processes and procedures, and shop safety and teamwork. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2, 3, 6. Lab fee: $284.05."
MFG T 104,WHS ,Machine Operator 1,-1,20.0,"Applied machinist math including measurements, basic blue print reading, conventional lathe and mill operations, small shop tools operation and an introduction to CNC (Computer Numerical Controlled) machines. Introduction to processes and procedures, and shop safety and teamwork. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2, 3, 6. Lab fee: $284.05."
MFG T 105,A   ,Machine Operator 2,-1,20.0,"Course develops skills in advanced blueprint reading including understanding of Geometric Dimensioning and Tolerance; applied math skills including geometry and trigonometry, technical core skills in CNC (Computer Numerical Controlled) Machine programming and operation are further developed. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2, 3, 6. 
Lab fee: $151.55."
MFG T 105,WHS ,Machine Operator 2,-1,20.0,"Course develops skills in advanced blueprint reading including understanding of Geometric Dimensioning and Tolerance; applied math skills including geometry and trigonometry, technical core skills in CNC (Computer Numerical Controlled) Machine programming and operation are further developed. May be repeated two times for credit. Assesses Core Learning Outcomes 1, 2, 3, 6. 
Lab fee: $151.55."
MFG T 107,C   ,Machining with Mastercam,-1,4.0,"Students will be introduced to the Computer Aided Manufacturing software Mastercam. Students will learn the various steps and techniques required to perform basic design operations utilizing Sketcher to create wire frame geometry, the Xform function to manipulate the geometry and the Post Processing function, to produce basic machine programs along with their associated production documents. Assesses Core Learning Outcomes 2, 3, 6. 
Lab fee: $45.55."
MFG T 117,A   ,Blueprint Reading and Schematics,-1,3.0,"Drafting fundamentals and orthographic interpretation necessary to read, manipulate and understand a mechanical part print; and schematic components, symbols and connectors used to describe electrical, electronics, pneumatics, hydraulics, and piping circuits. Assesses Core Learning Outcomes 1, 2, 3."
MFG T 122,A   ,Electro,-1,5.0,"Basics of pneumatic, electro-pneumatic and hydraulic control circuits in a complex mechatronics system. Students will learn the functions and properties of control elements based on physical principles, and the roles they play within the system. Technical documents, circuit diagrams, displacement step diagrams and function charts will be covered. Students will learn and apply troubleshooting strategies, preventative maintenance, and safety issues. Assesses Core Learning Outcomes 1, 2, 3, 5, 6. 
Lab fee: $28.60."
MFG T 123,S   ,Digital Fundamentals and Programmable Logic Controllers,-1,4.0,"Fundamentals of digital logic and an introduction to programmable logic controllers (PLCs) in a complex mechatronics system with a focus on the automation system and appropriate programming software. Students will learn basic elements of PLC functions by writing and testing small programs on an actual system. Students will learn to identify malfunctioning PLCs, apply troubleshooting strategies, identify and localize problems caused by PLC hardware. Assesses Core Learning Outcomes 1, 2, 3, 5, 6. 
Lab fee: $28.60."
MTE 099,A   ,Medical Transcription and Editing Test Preparation,-1,0.0,"No-fee, noncredit course is designed to help prepare for the Career Step final exam and other pre-employment testing.  EvCC graduates are required to take the CS final exam to qualify for Graduate Placement Services.  Serves as an opportunity to determine readiness for skills assessment evaluations that are a routine part of the medical transcription and editing (MTE) job application process. Assesses Core Learning Outcomes 1, 2, 3, 5, 6."
MTE 110,OL1 ,Medical Records and the MT/MTE,-1,3.0,"Provides an overview of resources, tools, and references necessary to succeed as a medical transcriptionist or editor (MT/MTE) and explores the purpose and content of medical records used in healthcare documentation, as well as industry trends and the MT/MTEs role in the reimbursement cycle and risk management.  Only students pursuing the MTE certificate may enroll in MTE courses. Assesses Core Learning Outcomes 1, 3, 6."
MTE 120,OL1 ,Language of Medical Transcription and Editing,-1,2.0,"Focuses on the study of medical terminology for proficiency necessary to enter the workforce as a medical transcriptionist or editor (MT/MTE).  The meaning of root words, prefixes, and suffixes, spelling and pronunciation, and rules regarding usage are emphasized.  Terminology for medical specialties is explored including proper formatting and use of abbreviations.  Effective research techniques are introduced and developed. Assesses Core Learning Outcomes 1, 2, 5, 6."
MTE 140,OL1 ,Grammar Essentials for MT/MTE,-1,3.0,"Develops grammar skills necessary for the medical transcriptionist and editor (MT/MTE) to produce a finished product correctly utilizing general rules of English usage, punctuation, and grammar. The AHDI Book of Style is utilized as the definitive reference for general style standards. Assesses Core Learning Outcomes 1, 2, 5, 6."
MTE 170,OL1 ,"Anatomy, Physiology and Disease Processes",-1,4.0,"Introduces the medical transcription and editing (MTE) student to basic human anatomical structures and body systems and diseases affecting them, including diagnoses, and treatments through an introduction to pathophysiology and disease processes. Appropriate Internet research skills as specifically relating to MTE in general and these specialties in particular are developed. Assesses Core Learning Outcomes 1, 2, 3, 5, 6."
MTE 190,OL1 ,"Pharmacology, Lab Data, Physical Exam",-1,2.0,"Overview of drug actions and effects, absorption, distribution, metabolism, and excretion, as well as classifications and formulary in the context of medical transcription and editing (MTE).  Standard pharmaceutical terms and commonly prescribed drugs are introduced.  Physical exam and laboratory data are studied in detail with an emphasis on properly expressing findings and values. Assesses Core Learning Outcomes 1, 2, 3, 5, 6."
MTE 200,OL1 ,Beginning Medical Transcription,-1,6.0,"Introduces medical transcription as a foundation to medical editing and includes word processing and transcription equipment.  While transcribing clinic and progress notes, grammar and punctuation specific to medical dictation, correct usage and spelling of medical terminology and abbreviations are reviewed. Introduction to accented dictation and background noise. Assesses Core Learning Outcomes 1, 2, 5, 6."
MTE 210,OL1 ,Introduction to Speech Recognition Editing,-1,2.0,"Review of the medical transcription editing (MTE) industry including history, trends, speech recognition (SR) operators, and job roles and responsibilities.  Introduction to SR editing theory and actual industry software, keyboard shortcuts, and editing during playback of medical dictation. Assesses Core Learning Outcomes 1, 2, 6."
MTE 220,OL1 ,Focus on Medical Specialties for MT/MTE,-1,3.0,"Content and formatting of different medical specialties and types of diagnostic reports as they relate to medical transcription and editing. The course emphasizes specialty-specific medical terminology, abbreviations, laboratory results, medications, and procedures.  Increased productivity in lines typed per minute is developed when working with these reports. Assesses Core Learning Outcomes 1, 2, 5, 6."
MTE 240,OL1 ,Intermediate Medical Transcription,-1,6.0,"Transcription of dictation of hospital reports in a variety of formats and specialties including discharge summaries, operative reports, procedure notes, consultations, history and physicals, and radiology and emergency medicine in an acute-care setting to improve speed, accuracy, and productivity. There is continued work with accented dictation and background noise. Assesses Core Learning Outcomes 1, 2, 5, 6."
MTE 260,OL1 ,"Shortcuts, Technology, Employment",-1,3.0,"Addresses techniques for productivity improvement including macros and expansion software.  Industry technology and trends, employment opportunities, compensation, standards including production and accuracy, and workplace expectations in medical transcription and editing (MTE).  Regulatory agencies and patient confidentiality requirements are reviewed.  Includes preparation of a cover letter and resume. Assesses Core Learning Outcomes 1, 2, 3, 5, 6."
MTE 280,OL1 ,Advanced Medical Transcription,-1,6.0,"Improved accuracy and productivity while transcribing a range of accents, dictation styles, and medical specialties. Emphasis on working with a variety of account specifics, ranging from verbatim transcription to complex account instructions.  Dictation includes advanced acute care in radiology, ER and operative reports, as well as consultations, history and physicals, procedure and progress notes, and discharge summaries. Assesses Core Learning Outcomes 1, 2, 5, 6."
MTE 290,OL1 ,"Speech Recognition Editing, Clinic and Acute Care",-1,3.0,"Speech recognition technology (SRT) practicum includes clinic notes and hospital and acute care reports in a variety of medical specialties.  Using keyboard shortcuts to listen, proofread, and edit medical reports generated with SRT in an industry platform, the student will demonstrate improvement in content understanding, efficiency, accuracy, and production, in addition to working with accented dictation and background noise. Assesses Core Learning Outcomes 1, 2, 5, 6."
NURS 000,OL1 ,Nursing Pre,-1,0.0,Required non-credit class is part of the nursing application process. Must be completed before submitting application for Nursing Program.
PEHW 100,A   ,Beginning Yoga,-1,2.0,"(TE)  A unique exercise program to improve fitness through development of flexibility, strength, and vitality.  Special emphasis on yoga techniques for stress reduction, relaxation, posture and deep breathing.  Introduction to visualization and meditation plus yogic diet, lifestyle and philosophy. May be repeated two times for credit."
PEHW 100,B   ,Beginning Yoga,-1,2.0,"(TE)  A unique exercise program to improve fitness through development of flexibility, strength, and vitality.  Special emphasis on yoga techniques for stress reduction, relaxation, posture and deep breathing.  Introduction to visualization and meditation plus yogic diet, lifestyle and philosophy. May be repeated two times for credit."
PEHW 100,C   ,Beginning Yoga,-1,1.0,"(TE)  A unique exercise program to improve fitness through development of flexibility, strength, and vitality.  Special emphasis on yoga techniques for stress reduction, relaxation, posture and deep breathing.  Introduction to visualization and meditation plus yogic diet, lifestyle and philosophy. May be repeated two times for credit."
PHIL& 101,MO  ,Introduction to Philosophy,-1,5.0,"(H,SS)  Study of the more important questions that have shaped the development of philosophical thought throughout history.  Areas of investigation include: the nature of reality, the nature of knowledge, the nature of personal identity, and the nature of the mind. Assesses Core Learning Outcomes 1, 2, 3, 4."
PHIL& 120,A   ,Symbolic Logic,-1,5.0,"(Q,NS) The course is a study of the methods and principles used to distinguish correct from incorrect reasoning.  After establishing a few basic concepts, the course will proceed to discuss three types of symbolic logic: Categorical, Propositional, and Predicate. Students are expected to participate in working through problems and proofs presented in the text and in class. (Formerly PHIL& 106). Assesses Core Learning Outcome 2."
PSYC& 100,HY  ,General Psychology,-1,5.0,"(SS) Psychology as a science focusing on five major theoretical perspectives in contemporary psychology: biological, cognitive, humanistic, psychoanalytical and learning.  Topics include the nervous system, heredity and maturation, sensory processes, perception and attention, statistical concepts, motivation, emotion, intelligence, learning and remembering, thinking, personality, adjustment, and social and abnormal behavior. Assesses Core Learning Outcomes 1, 2, 3."
PSYC& 100,S   ,General Psychology,-1,5.0,"(SS) Psychology as a science focusing on five major theoretical perspectives in contemporary psychology: biological, cognitive, humanistic, psychoanalytical and learning.  Topics include the nervous system, heredity and maturation, sensory processes, perception and attention, statistical concepts, motivation, emotion, intelligence, learning and remembering, thinking, personality, adjustment, and social and abnormal behavior. Assesses Core Learning Outcomes 1, 2, 3."
PSYC& 200,A   ,Lifespan Psychology,-1,5.0,"(SS) Study of quantitative and qualitative developmental changes that occur throughout the human lifespan.  Emphasis on understanding physical, emotional, social and cognitive development. Assesses Core Learning Outcomes 1, 2, 3, 5."
SPAN 199C,C   ,Spanish III: Review,-1,1.0,Additional grammar and practice review that accompanies SPAN& 123 (Intensive Spanish III class) taught only during summer quarter. This course is highly recommended to be taken concurrently with Spanish III.
SPAN& 123,A   ,Spanish III,-1,5.0,"(H) Third in a sequence of courses to practice functional elements of Spanish pronunciation, grammar and culture in the context of practical conversational Spanish. Listening, speaking, reading and writing to communicate in a logical, natural and personalized way. Assesses Core Learning Outcomes 1, 3, 4."
TS 011,OL1 ,Educational Interview,-1,3.0,"A learner-focused course designed to orient students to the ABE/HSC program and other resources and services.  Course will appraise students on their current abilities in reading, writing and math, backgrounds, and interests.  Course will review goals and create a plan of action to meet those goals. Assesses Core Learning Outcome 1."
TS 031,OL  ,Reading High School US History I,-1,5.0,"Analysis of important themes in American social and political history from Revolutionary America to the Civil War. Development of academic literacy including evaluation of content, examining points of view and text analysis. Assesses Core Learning Outcome 5."
TS 032,OL  ,Reading American Government and Civics,-1,5.0,"Emphasis of this class on the critical role of American citizenship through discussion of the Constitution and the Bill of Rights.  Students will read, write, listen speak and think critically about how our government operates and their rights and responsibilities as citizens. Assesses Core Learning Outcome 5."
TS 034,A   ,Reading Washington State History,-1,5.0,"Integrated reading, writing, listening, speaking, and critical thinking focusing on Washington State History through multicultural perspectives. Students will examine Washingtons social, cultural, economic, geographical and political history as well as explore current State issues. Focus on analytical reading of primary and secondary sources. Assesses Core Learning Outcome 5."
TS 044,A   ,Basic ELA Computer Skills,-1,5.0,This course is designed for ELA students who need basic introductory computer and keyboarding skills. Emphasis is on basic computer skills and learning strategies to help students transition to the college-level classes or workplace. No prior computer experience is necessary; recommended for student who are new to computers and hesitant about using technology in a learning environment. Assesses Core Learning Outcome 6.
TS 055,HY  ,Earth and Space Science I,-1,5.0,"Basic terminology and themes in the earth sciences, including the analysis of scientific methods and critical thinking.   Integrated lab activities and completion of a science project are required. Assesses Core Learning Outcomes 1, 2."
TS 060,MO4 ,Basic Math Skills II,-1,5.0,"Fractions, decimals, proportions; order of operations; evaluation and simplification of algebraic expressions with whole numbers; solving algebraic equations with whole numbers. Assesses Core Learning Outcome 2."
TS 066,A   ,Basic Academic Computer Skills,-1,5.0,"Designed for students who need introductory computer, technology and keyboarding skills. Emphasis is on basic computer skills and learning strategies to help students transition to college-level classes. No prior computer experience is necessary; recommended for students who are new to computers and hesitant about using technology in a learning environment. Assesses Core Learning Outcome 6."
TS 070,A   ,Preparation for Algebra,-1,5.0,"Proportions and percents; integers; order of operations; evaluation and simplification of algebraic expressions; solving algebraic equations with fractions, decimals and integers. Assesses Core Learning Outcome 2."
TS 070,MO4 ,Preparation for Algebra,-1,5.0,"Proportions and percents; integers; order of operations; evaluation and simplification of algebraic expressions; solving algebraic equations with fractions, decimals and integers. Assesses Core Learning Outcome 2."
TS 080,A   ,Introduction to Algebra,-1,5.0,"Application of rational numbers, exponents, scientific notation and radicals; order of operations; evaluation and simplification of algebraic expressions using rational numbers; solving algebraic equations using rational numbers. Assesses Core Learning Outcome 2."
TS 080,MO4 ,Introduction to Algebra,-1,5.0,"Application of rational numbers, exponents, scientific notation and radicals; order of operations; evaluation and simplification of algebraic expressions using rational numbers; solving algebraic equations using rational numbers. Assesses Core Learning Outcome 2."
TS 080,S   ,Introduction to Algebra,-1,5.0,"Application of rational numbers, exponents, scientific notation and radicals; order of operations; evaluation and simplification of algebraic expressions using rational numbers; solving algebraic equations using rational numbers. Assesses Core Learning Outcome 2."
TS 087,MO3 ,Writing Structure and Academic Planning,-1,5.0,"Development of grammar, punctuation and sentence style skills including compound and complex sentences. Development of a portfolio of current and past personal, employment, and educational experiences in order to create an academic plan for future quarters, finish needed credentials, and transition to college or vocational programs. Assesses Core Learning Outcomes 1, 3."
TS 087,S   ,Writing Structure and Academic Planning,-1,5.0,"Development of grammar, punctuation and sentence style skills including compound and complex sentences. Development of a portfolio of current and past personal, employment, and educational experiences in order to create an academic plan for future quarters, finish needed credentials, and transition to college or vocational programs. Assesses Core Learning Outcomes 1, 3."
TS 091,A   ,Elementary and Intermediate Algebra I,-1,5.0,"First quarter of a two quarter sequence covering topics from beginning and intermediate algebra for qualified students who need to review and extend their algebra skills.  Topics include linear equations and inequalities with applications, graphing lines, systems of linear equations and applications, absolute value equations and inequalities, line equations, integer exponents, polynomial operations and factoring, and solving polynomial equations by factoring. Assesses Core Learning Outcome 2."
TS 094, OL ,Introduction to Academic Reading Literature,-1,5.0,"Reading to advance comprehension, critical thinking and vocabulary skills as well as enhance confidence in preparation for reading college literature assignments. Focus on reading longer works of both fiction and non-fiction with a multicultural perspective.  Students will engage in the group process as they discuss different texts. Assesses Core Learning Outcomes 2, 3."
TS 094,A   ,Introduction to Academic Reading Literature,-1,5.0,"Reading to advance comprehension, critical thinking and vocabulary skills as well as enhance confidence in preparation for reading college literature assignments. Focus on reading longer works of both fiction and non-fiction with a multicultural perspective.  Students will engage in the group process as they discuss different texts. Assesses Core Learning Outcomes 2, 3."
TS 094,MOS ,Introduction to Academic Reading Literature,-1,5.0,"Reading to advance comprehension, critical thinking and vocabulary skills as well as enhance confidence in preparation for reading college literature assignments. Focus on reading longer works of both fiction and non-fiction with a multicultural perspective.  Students will engage in the group process as they discuss different texts. Assesses Core Learning Outcomes 2, 3."
TS 094,SP  ,Introduction to Academic Reading Literature,-1,5.0,"Reading to advance comprehension, critical thinking and vocabulary skills as well as enhance confidence in preparation for reading college literature assignments. Focus on reading longer works of both fiction and non-fiction with a multicultural perspective.  Students will engage in the group process as they discuss different texts. Assesses Core Learning Outcomes 2, 3."
TS 094,TCC ,Introduction to Academic Reading Literature,-1,5.0,"Reading to advance comprehension, critical thinking and vocabulary skills as well as enhance confidence in preparation for reading college literature assignments. Focus on reading longer works of both fiction and non-fiction with a multicultural perspective.  Students will engage in the group process as they discuss different texts. Assesses Core Learning Outcomes 2, 3."
TS 096,A   ,Transitional Computer Skills,-1,5.0,This course is designed for students who need basic computer confidence and skill building.  Emphasis is on basic computer skills and learning strategies to help students succeed in college-level classes. No prior computer experience is necessary; recommended for students who are new to computers and hesitant about todays technology as used in college classrooms. Assesses Core Learning Outcome 6.
TS 097,MO3 ,Introduction to College Paragraphs,-1,5.0,"Prepares students for college writing, including advanced grammar and sentence styles and the paragraph structure. In addition, students will be introduced to information literacy, research skills, and group projects. Assesses Core Learning Outcome 3."
TS 097,S   ,Introduction to College Paragraphs,-1,5.0,"Prepares students for college writing, including advanced grammar and sentence styles and the paragraph structure. In addition, students will be introduced to information literacy, research skills, and group projects. Assesses Core Learning Outcome 3."
TS 098,MO3 ,Introduction to College Essays,-1,5.0,"Prepares students for college writing, including formal academic writing styles and the essay structure. In addition, students will be introduced to information literacy, research skills, and documentation styles in order to transition successfully to college level classes. Assesses Core Learning Outcomes 3, 5."
TS 098,S   ,Introduction to College Essays,-1,5.0,"Prepares students for college writing, including formal academic writing styles and the essay structure. In addition, students will be introduced to information literacy, research skills, and documentation styles in order to transition successfully to college level classes. Assesses Core Learning Outcomes 3, 5."
TS 099,A   ,Academic Support Modules,-1,5.0,"One- to two-credit modules in pre-college level reading, learning strategies, study skills support, and basic computer technology for academic success in college classes.  It is designed for all students needing or desiring extra learning strategies, reading skills, and study skills support in their college courses. Assesses Core Learning Outcome 2."
WELD 190,B   ,Oxyacetylene Welding and Cutting,-1,5.0,"Principles and techniques of oxy-acetylene welding and brazing and oxy-fuel flame cutting to develop solid entry level skills required by industry. Class includes set-up and use of hand and machine torches for straight line, curved line and bevel cuts, use of hand held rosebud heating tips and an introduction to hand held plasma cutting. May be repeated one time for credit. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 190,S   ,Oxyacetylene Welding and Cutting,-1,5.0,"Principles and techniques of oxy-acetylene welding and brazing and oxy-fuel flame cutting to develop solid entry level skills required by industry. Class includes set-up and use of hand and machine torches for straight line, curved line and bevel cuts, use of hand held rosebud heating tips and an introduction to hand held plasma cutting. May be repeated one time for credit. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 190,T   ,Oxyacetylene Welding and Cutting,-1,5.0,"Principles and techniques of oxy-acetylene welding and brazing and oxy-fuel flame cutting to develop solid entry level skills required by industry. Class includes set-up and use of hand and machine torches for straight line, curved line and bevel cuts, use of hand held rosebud heating tips and an introduction to hand held plasma cutting. May be repeated one time for credit. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 191,S   ,Basic Arc Welding,-1,5.0,"The principles and techniques of basic manual Shielded Metal Arc Welding using E 6010 and or E 6011 electrodes to make fillet welds and open root welds acceptable to industry standards in the flat, horizontal, vertical and overhead positions. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 192,B   ,Advanced ARC Welding,-1,5.0,"The principles and techniques of manual Shielded Metal Arc Welding using E 7018 electrodes to produce fillet, and groove welds in all positions acceptable to industry standards in the flat, horizontal, vertical and overhead positions. Development of skills to the level required for code standards and certification. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 192,IB  ,Advanced ARC Welding,-1,5.0,"The principles and techniques of manual Shielded Metal Arc Welding using E 7018 electrodes to produce fillet, and groove welds in all positions acceptable to industry standards in the flat, horizontal, vertical and overhead positions. Development of skills to the level required for code standards and certification. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 192,S   ,Advanced ARC Welding,-1,5.0,"The principles and techniques of manual Shielded Metal Arc Welding using E 7018 electrodes to produce fillet, and groove welds in all positions acceptable to industry standards in the flat, horizontal, vertical and overhead positions. Development of skills to the level required for code standards and certification. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 192,T   ,Advanced ARC Welding,-1,5.0,"The principles and techniques of manual Shielded Metal Arc Welding using E 7018 electrodes to produce fillet, and groove welds in all positions acceptable to industry standards in the flat, horizontal, vertical and overhead positions. Development of skills to the level required for code standards and certification. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 193,S   ,Basic Pipe Welding,-1,5.0,"Principles and techniques of pipe welding using Shielded Metal Arc Welding and or Gas Tungsten Arc Welding. Class includes joint preparation, filler metal selection as applied to the 2G, 5G and 6G welding positions and building skills toward the AWS D1.1 Standard. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 193,T   ,Basic Pipe Welding,-1,5.0,"Principles and techniques of pipe welding using Shielded Metal Arc Welding and or Gas Tungsten Arc Welding. Class includes joint preparation, filler metal selection as applied to the 2G, 5G and 6G welding positions and building skills toward the AWS D1.1 Standard. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 194,B   ,Gas Tungsten Arc Welding,-1,5.0,"Fundamentals and techniques used in the Gas Tungsten Arc Welding process. Course includes set-up and adjustment of the GTAW equipment for use with steel, stainless steel and aluminum. Identifying proper filler metals and shielding gasses for use with steel, stainless steel and aluminum. Welding of fillet, butt and groove welds in the flat, horizontal, vertical and overhead positions to the Washington Association of Building Officials Standard 27-13. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 194,S   ,Gas Tungsten Arc Welding,-1,5.0,"Fundamentals and techniques used in the Gas Tungsten Arc Welding process. Course includes set-up and adjustment of the GTAW equipment for use with steel, stainless steel and aluminum. Identifying proper filler metals and shielding gasses for use with steel, stainless steel and aluminum. Welding of fillet, butt and groove welds in the flat, horizontal, vertical and overhead positions to the Washington Association of Building Officials Standard 27-13. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 195,IB  ,Gas Metal Arc Welding,-1,5.0,"Principles and techniques of the Gas Metal Arc Welding process on steel, stainless steel and aluminum. Course will include set-up and adjustment of the GMAW equipment for short arc, spray transfer and pulse spray transfer methods. Welding of fillet, butt and groove welds in the flat, horizontal, vertical and overhead positions to the American Welding Society D1.1 Standard. Build skills necessary for industry certification including Washington Association of Building Officials State welding certification. Assesses Core Learning Outcome 1. Lab fee: $71.44."
WELD 195,S   ,Gas Metal Arc Welding,-1,5.0,"Principles and techniques of the Gas Metal Arc Welding process on steel, stainless steel and aluminum. Course will include set-up and adjustment of the GMAW equipment for short arc, spray transfer and pulse spray transfer methods. Welding of fillet, butt and groove welds in the flat, horizontal, vertical and overhead positions to the American Welding Society D1.1 Standard. Build skills necessary for industry certification including Washington Association of Building Officials State welding certification. Assesses Core Learning Outcome 1. Lab fee: $71.44."
