CourseNumber,Title,MinCredit,MaxCredit,Description 
ENGR 240HY  ,Applied Numerical Methods,-1,5.0,"(NS) Numerical solutions to problems in engineering and science using modern scientific computing tools.  Application of mathematical judgment in selecting computational algorithms and communicating results.  Introduction to MATLAB programming for numerical computation. Assesses Core Learning Outcomes 2, 6."
ENGR 240OL  ,Applied Numerical Methods,-1,5.0,"(NS) Numerical solutions to problems in engineering and science using modern scientific computing tools.  Application of mathematical judgment in selecting computational algorithms and communicating results.  Introduction to MATLAB programming for numerical computation. Assesses Core Learning Outcomes 2, 6."
ENGR 298A   ,Interdisciplinary Design Project,-1,2.0,"(TE)  Design projects open to all students in design and manufacturing related fields.  Class structure guides interdisciplinary student teams through a process of conceptualizing a project, developing and documenting a detailed design, fabricating a prototype, testing, analysis, and reporting.  All students are engaged in all aspects of their project regardless of their home program or discipline.  Design projects may be oriented toward regional design competitions.  Specific project requirements are tailored to students educational and practical experience levels.  Course may be repeated for credit, enabling students to pursue projects one to three quarters in duration.  Lab section provides access to college fabrication facilities and is optional."
ENGR& 204A   ,Electric Circuits,-1,5.0,"(TE) Introduction to basic circuit and systems concepts. Development of mathematical models of components including resistors, sources, capacitors, inductors, operational amplifiers and transistors. Solution of first and second order linear differential equations associated with basic circuit forms. Steady state sinusoidal excitation and phasors. Assesses Core Learning Outcomes 2, 6. Lab fee: $19.25."
ENGR& 204S   ,Electric Circuits,-1,5.0,"(TE) Introduction to basic circuit and systems concepts. Development of mathematical models of components including resistors, sources, capacitors, inductors, operational amplifiers and transistors. Solution of first and second order linear differential equations associated with basic circuit forms. Steady state sinusoidal excitation and phasors. Assesses Core Learning Outcomes 2, 6. Lab fee: $19.25."
ENGR& 214HY  ,Statics,-1,5.0,(NS) Fundamentals of engineering statics using vector notation in problem solving. Scientific calculator required. Assesses Core Learning Outcome 2.
ENGR& 215S   ,Dynamics,-1,5.0,"(NS) Kinematics and dynamics of particles; systems of particles; and rigid bodies including energy and momentum methods. Assesses Core Learning Outcomes 1, 2."
ENGR& 224A   ,Thermodynamics,-1,5.0,"(NS)  Thermodynamic properties of matter.  First and second law analysis of engineering systems.  Energy interactions, performance and efficiency of engineering devices, power cycles, and refrigeration cycles. Assesses Core Learning Outcomes 2, 7."
FIRE 200OL  ,Fire Company Strategy & Tactics II,-1,3.0,"Officer level training in multi-level planning, implementing, and evaluating basic and advanced fire tactics.  Meets the requirements for NFPA 1021. Assesses Core Learning Outcomes 1, 2."
FIRE 203HY  ,Building Construction for Fire Protection,-1,3.0,"Course covers the basic building construction and design necessary for providing proper fire protection features; emphasizes types of construction materials used, flame spread, fire restiveness, and fire retardant qualities for certain types of occupancy and building use.  Meets the requirements for NFPA 220. Assesses Core Learning Outcomes 1, 2."
FIRE 249A   ,Wildland Fire Fighting,-1,2.5,"Training in basic wildland fire fighting through DNR standards.  Includes the effects of fuel, weather and topography on wildland fire behavior; wildland water supply; initial fire ground command; fire suppression methods; wildland/urban interface; and fire protection planning.  Successful completion makes participants eligible for Red Card upon employment with a qualifying agency. NFPA 1051. Assesses Core Learning Outcomes 1, 2."
FRCH& 121OL  ,French I,-1,5.0,"(H)  First in a sequence of courses to practice functional elements of French pronunciation, grammar and culture in the context of practical conversational French. Listening, reading and writing to communicate in a logical, natural, and personalized way. Assesses Core Learning Outcomes 1, 3, 4."
FRCH& 122A   ,French II,-1,5.0,"(H)  Second in a sequence of courses to practice functional elements of French pronunciation, grammar and culture in the context of practical conversational French. Listening, reading and writing to communicate in a logical, natural, and personalized way. Assesses Core Learning Outcomes 1, 3, 4."
GEOG 101A   ,Introduction to Geography,-1,5.0,"(SS)  General introduction to the physical and cultural processes and features of different world regions.  Study of various regions in terms of physical and cultural elements to demonstrate contrasting uses of the physical environment around the world. Assesses Core Learning Outcomes 1, 2, 3, 4, 5."
GEOG 201DA   ,Cultural Geography,-1,5.0,"(SS,D)  Study of the interrelationship between cultural or human factors and physical environment in different world regions; research of such cultural factors as religion, language, political systems, economic activity, human migrations, settlement patterns, population factors, and present environmental concerns. Assesses Core Learning Outcomes 1, 2, 3, 4, 5."
GEOG 205A   ,Physical Geography,-1,5.0,"(NS-L) A comprehensive study of all systems that comprise physical geography.  Survey of physical features of the natural environment and their control, formation, and distribution, including: atmosphere and climate, water bodies, soils, vegetation, the earths composition, and landforms. Course will utilize a broad variety of computer and geographic skills in interpreting physical geography with spatial analysis, cartography, remote sensing, global positioning systems, and geographic information systems.  Students will be exposed to a wide variety of geographic projects and design through lab assignments. Students will experience cutting edge technology that is used in practice by government agencies and private industry. Assesses Core Learning Outcomes 3, 5, 6."
GEOL 106OL1 ,Survey of Earth Science,-1,5.0,"(NS-L) Study of Earth as a diverse system of interrelated processes.  The origin and nature of Earth's surface, interior, oceans, atmosphere, and surrounding space.  Emphasis on the interactions between humans and Earth.  Laboratory projects stress hands-on experiments and field experiences. Assesses Core Learning Outcome 2."
GEOL& 110A   ,Environmental Geology,-1,5.0,"(NS-L) Exploration of the relationships and interactions between humans and Earth. Survey and evaluation of Earth's hazardous processes, such as earthquakes, volcanoes, floods, and landslides.  The origin and nature of Earth's geologic resources.  The environmental implications of extracting and using Earth's resources. Laboratory projects stress hands-on experiments and field experiences. Assesses Core Learning Outcome 2. Lab fee: $82.50."
GERM& 123A   ,German III,-1,5.0,"H)  Third in a sequence of courses to practice functional elements of German pronunciation, grammar and culture in the context of practical conversational German.  Listening, speaking, reading and writing to communicate in a logical, natural and personalized way. Assesses Core Learning Outcomes 1, 3, 4."
GRAPH 115A   ,Infographic Design,-1,5.0,"Create symbols, icons, maps, charts, diagrams, interactive and motion graphics that blend typography, audio and graphic design. Emphasis is on informative graphics that can be shared in print and across Internet and media platforms. Assesses Core Learning Outcome 2. Lab fee: $104.50."
GRAPH 115S   ,Infographic Design,-1,5.0,"Create symbols, icons, maps, charts, diagrams, interactive and motion graphics that blend typography, audio and graphic design. Emphasis is on informative graphics that can be shared in print and across Internet and media platforms. Assesses Core Learning Outcome 2. Lab fee: $104.50."
GRAPH 118A   ,Graphic Design Process,-1,5.0,"Introduction to a three-step creative problem solving process to explore the development of new ideas in graphic design. Exploring design problems (Inquire), developing ideas (Ideate) and producing graphical products (Implement.) Creation of visual tools to track the creative process from idea through construction and then to post-production analysis using discussions, critiques, course exercises, and visual logs. Assesses Core Learning Outcome 2. Lab fee: $104.50."
GRAPH 120OL  ,History of Graphic Design,-1,5.0,"(TE) Survey of graphic design history through slide lectures and integrated design projects.  Provides an overview of the origins of visual and written communication, the development of graphic design and its evolution through international, social, political, and technological developments since 1450.  Emphasis on printed work from 1880 to 1990 and new media design to the present day. Assesses Core Learning Outcome 6."
GRAPH 195A   ,Foundation Portfolio Review,-1,2.0,Portfolio review of students work upon successful completion of program core curricula courses.   Student works individually with an assigned program instructor in evaluating their submitted portfolio to determine their readiness for advanced level courses leading to an AFA degree. Assesses Core Learning Outcome 3. Lab fee: $34.88.
GRAPH 195B   ,Foundation Portfolio Review,-1,2.0,Portfolio review of students work upon successful completion of program core curricula courses.   Student works individually with an assigned program instructor in evaluating their submitted portfolio to determine their readiness for advanced level courses leading to an AFA degree. Assesses Core Learning Outcome 3. Lab fee: $34.88.
GRAPH 250A   ,Graphic Arts Internship,-1,5.0,"Supervised work experience as an intern.  May be with a qualified employer or in a project with a private or public agency.  Students must have completed most of the required coursework and must obtain a recommendation for internship from their instructor.  It is the students responsibility to obtain the internship.  Performance will be evaluated by the college instructor and the internship supervisor.  Internship can apply once to AFA degree electives.  May be repeated two times for credit. Assesses Core Learning Outcomes 3, 6."
GRAPH 297A   ,Poetry Northwest Graphic Arts Internship,-1,2.0,"Supervised professional work experience as an intern for Poetry Northwest, a literary magazine with international distribution. Students gain practical experience in all aspects of layout and production of a print magazine and development of eReader and interactive web versions. Must have completed most of the required coursework for a graphics degree. Performance will be evaluated by the graphics instructor in conjunction with the editor of Poetry Northwest. Assesses Core Learning Outcomes 1, 3, 6. PR: Instructor permission required.                                                                                                                                                                                                                                     Lab fee: $34.88."
GS 186DOL  ,Pacific Island Cultures,-1,5.0,"(SS, D) Students explore the cultures of the Pacific Islands (also called Oceania).  Examines the social issues that impact these island countries in Melanesia, Polynesia, and Micronesia, including struggles for cultural survival, environmental degradation, the effects of tourism, and migration of populations.  Writing assignments represent a significant component of coursework. Assesses Core Learning Outcomes 2, 3, 4."
H DEVHY1 ,155 Human Relations in the Workplace,-1,3.0,"(R) Principles and techniques for building and maintaining successful relations with co-workers, supervisors, and employees.  Includes job beginnings, goal setting, leadership styles, self-motivation, effective communication, and conflict management.
* Human Relations (R) -- This course meets the college criteria for fulfillment of the Human Relations requirement in professional/technical programs. Assesses Core Learning Outcomes 2, 3, 4."
H DEVOL1 ,201D Living and Working in a Diverse Society,-1,5.0,"Introduction to building and developing skills for living and working within a diverse society.  Focus on understanding multiple cultural traditions and values as well as learning interaction skills across cultures. Topics and concepts such as race, ethnicity, age, gender, social class, religion, abilities and sexual orientation are explored in the class. Assesses Core Learning Outcomes 1, 2, 3, 4, 6."
HIST& 148MO  ,US History III,-1,5.0,"(H,SS)  Third of a three-part survey of American history.  Emphasis on the critical changes in domestic and foreign affairs which have shaped the character of contemporary life. Assesses Core Learning Outcomes 1, 2, 3."
HIST& 214A   ,Pacific Northwest History,-1,5.0,"(H,SS)  Topics covered include Indian culture, exploration, economic expansion, racial problems, reform movements, labor organizations, political institutions and urban development. Assesses Core Learning Outcomes 1, 2, 3."
HLTH 080A   ,HIV/AIDS Training,-1,0.7,"Satisfies the mandatory seven-hour HIV/AIDS educational requirement of the State of Washington for health care professionals. Topics include transmission, disease process, and current treatment options for HIV/AIDS. Testing and counseling guidelines and requirements are also discussed. Additionally, legal, ethical and psychosocial issues are addressed. Assesses Core Learning Outcome 4."
HLTH 100OL1 ,Medical Terminology,-1,5.0,"Study of medical terminology, relating terms to the anatomy and physiology of the body.  This course is designed for students working toward proficiency in medical language as well as for students entering health occupations, such as medical assistants, medical transcriptionists, receptionists, administrative support, and billing specialists. Assesses Core Learning Outcome 1."
HLTH 100S   ,Medical Terminology,-1,5.0,"Study of medical terminology, relating terms to the anatomy and physiology of the body.  This course is designed for students working toward proficiency in medical language as well as for students entering health occupations, such as medical assistants, medical transcriptionists, receptionists, administrative support, and billing specialists. Assesses Core Learning Outcome 1."
HLTH 102OL  ,Applied A & P,-1,5.0,"Emphasizes the relationship between the structures of the human body, related functions, and clinical applications in both healthy and unhealthy states. Concepts of homeostasis will be explored, along with the consequences to the human body when homeostasis is disrupted. Familiarity with medical terminology is desired. No prior knowledge of biology or chemistry is required. Assesses Core Learning Outcome 1."
HLTH 104A   ,Critical Inquiry in Healthcare,-1,3.0,"Offers a systems perspective to provide students with opportunities for analysis, synthesis, and application of critical inquiry, reflective thinking and decision making within healthcare. Assesses Core Learning Outcomes 1, 2, 3."
HLTH 106OL  ,Administrative Skills,-1,5.0,"Covers general medical office management, including medical records management, mail processing, scheduling appointments, managing the physician's professional schedule, developing office policies and procedures, and providing information to patients related to community resources and health education. Assesses Core Learning Outcomes 1, 5, 6."
HLTH 107HY  ,Administrative Skills,-1,3.0,"Provides the student with opportunity to practice computer applications as they apply to the medical office. The student will use the fundamental writing skills to format letters, memos, and reports. Additionally, the student will demonstrate correct proofreading skills, will learn use of additional office equipment, including fax machines and multi-line phones, and will use correct medical charting methods to document medical information accurately and concisely. Assesses Core Learning Outcomes 1, 3, 5, 6."
HLTH 130HY  ,Disease and Pathology,-1,5.0,"Overview of the disease processes of major conditions, including infectious diseases, major neoplastic conditions, and major congenital diseases.  The focus is on human diseases that are first diagnosed in the clinical setting.  The etiology, signs and symptoms, diagnosis, treatment and prognosis of each disease are studied.  Primary prevention of the disease is also discussed. Assesses Core Learning Outcome 2."
HLTH 140A   ,Emergency Care Procedures,-1,3.0,"Focus is on emergency care education, the ability to perform patient assessments, treat life-threatening conditions.  Identifying the need for emergency preparedness, by performing and developing various emergency, environmental, and disaster plans.  CPR/AED & First Aid cards will be awarded after successful completion of the course. Assesses Core Learning Outcome 1. Lab fee: $10.60."
HLTH 150DHY  ,Intercultural Communication in Health Care,-1,5.0,"(D, R) Introduction to intercultural interpersonal communication techniques as they apply in a healthcare setting.  Focuses on the roles of verbal and nonverbal codes in the development of intercultural interpersonal relationships, explains cultural competence and its implications within the healthcare delivery system, discusses obstacles to intercultural communication, examines role behaviors and attitudes regarding healthcare and describes communication with people who have altered health states. Assesses Core Learning Outcomes 1, 2, 3, 4, 5."
HLTH 160HY  ,Medical Interpreting,-1,5.0,"Provides a framework for understanding the role of the professional Spanish/English medical interpreter which includes medical interpreting standards of practice, ethics, and cultural advocacy.  Skill development includes a range of interpreting tasks as well as medical vocabulary, phraseology, and expressions necessary to interpret the most common medical signs, symptoms, and treatment-related terminology used during patient-provider interactions. Assesses Core Learning Outcomes 3, 4."
HLTH 191A   ,Clinical Skills,-1,4.0,"Develops the skills needed to perform the duties of the medical assistant.  Areas include sterile techniques, OSHA requirements, equipment preparation, identification and sterilization, pre-surgical procedures, decontamination after surgery, wound care management, orthopedic and rehabilitation needs, assisting with minor office procedures, radiologic and diagnostic imaging procedures, and preparation for patient education.  Instructors permission required to repeat course. Assesses Core Learning Outcomes 2, 3. Lab fee: $53.05."
HLTH 208OL  ,Healthcare Risk Management and Liability,-1,5.0,"Overview of the principles of malpractice and liability insurance, the conduct of malpractice litigation, and the settlement of malpractice claims. This course will provide students with information on accurate documentation in the medical record and an introduction to the emerging liabilities facing healthcare organizations. Assesses Core Learning Outcomes 1, 2, 3, 5."
HLTH 210HY  ,Principles of Pharmacology,-1,4.0,"Addresses the forms and classifications of medications, drug actions and uses, the effects of drugs on the body systems and possible side effects of medications. Important aspects of patient safety, pharmacodynamics and medication reactions are studied.  Evaluates and addresses issues in educating patients, including age, gender, disease processes and psychosocial and cultural influences. Emphasis on the fifty most commonly prescribed drugs. Assesses Core Learning Outcomes 1, 2, 3, 5."
HLTH 213OL  ,Introduction to Electronic Medical Records,-1,2.0,"HLTH 213 will provide information about effective management, documentation, and communication using electronic health information.  The course will also provide hands-on activities to navigate through the various applications found in a typical electronic medical record system. Upon completion, students will be able to use electronic health records as a tool before, during, and after a patient encounter. Assesses Core Learning Outcomes 1, 2, 5, 6."
HLTH 214A   ,Clinical Skills,-1,4.0,"Focuses on clinical skills performed by the medical assistant in the back office of a general medical practice.  Students will learn about the
concepts of professionalism, communication and triage, patient history, physical assessment, equipment and diagnostic procedures utilized during the examination to assist the health care provider with diagnosis and perform appropriate charting for medical record documentation. Instructors permission required. Assesses Core Learning Outcomes 2, 3.

Lab fee: $53.65."
HLTH 251S   ,Medical Assisting Clinical Practicum,-1,6.0,"Provides students a safe, supervised clinical work experience, in an outpatient ambulatory setting, in which to apply didactic theories. The externship experience provides students an opportunity to put into practice their administrative and clinical skills, to foster professional growth and self-confidence in the role of a medical assistant. Students are also provided an opportunity to discuss professional concerns, events, and activities that pertain to medical assisting. Weekly seminar topics will be chosen. 160 clinical hours.  Instructor permission required to repeat course. Assesses Core Learning Outcomes 1, 2, 5, 6. Malpractice insurance fee: $20."
HSC 023HSC ,High School Completion English 3,-1,5.0,"First, second, and third semester classes give students individual attention in basic grammar, punctuation, paragraph construction, development of literary response techniques and interpretation of American literature through reading, writing and seminars.  Requirements may include oral presentations.  Third semester class also requires organization of grammar and composition skills into comprehensive written communication assignments."
HSC 060HSC ,High School General Science 1,-1,5.0,"First, second, and third semester classes introduce students to basic terminology and themes in the natural and physical sciences.  Students develop understanding of science through an analysis of scientific methods and critical thinking.  The use of technology is woven through all three semesters.  Integrated activities and completion of a science project are required for each term."
HSC 081HSC ,Geometry I,-1,5.0,"A basic introduction to congruence, proof, and constructions; similarity and trigonometry; extending to three dimensions. Assesses Core Learning Outcome 2."
HUM 195HNL ,Honors Seminar: The Integration of Knowledge,-1,3.0,"(H) In-depth examination of a selected theme (such as happiness) from an interdisciplinary perspective while emphasizing writing skills, critical thinking, and information literacy.  Students will also begin creating a portfolio to showcase their academic accomplishments as they plan for the future.  This course is one of two gateway courses required for admission to the Honors program. Assesses Core Learning Outcomes 1, 2, 3, 4, 5."
HUM 196HNL ,Honors Symposium,-1,2.0,"(H) Focused exploration of a selected annual topic (such as Revolutions), alternating guest faculty presentations from a variety of disciplines with students round-table discussions and presentations.  All guest faculty presentations will be open to the campus community in order to stimulate wider dialogue.  Emphasis on critical thinking abilities, written and oral skills, and intellectual collaboration.  This course is one of two gateway courses required for admission to the Honors program. Assesses Core Learning Outcomes 1, 2, 3, 4, 5."
HUM 247DMO  ,Introduction to World Religions,-1,5.0,"(H,D)  Survey of the world's major religions including Islam, Judaism, Christianity, Hinduism, Buddhism, and others.  Examination of the beliefs, rituals, experiences, stories, theologies, ethical codes, institutions, and physical manifestations of these religions. Assesses Core Learning Outcomes 1, 2, 3, 4, 5."
IEP 051C   ,American Culture,-1,3.0,"This class is for non-native speakers of English who wish to develop familiarity with American culture.  This class is contextualized and integrates learning English as a Second Language with themes (including but not limited to the US college system, citizenship, contemporary issues in the US, and current events) that will be rotated quarterly and determined by student interest. *This course is only for students admitted through the International Programs office."
IEP 063A   ,Intensive Listening and Speaking 1,-1,3.0,"Designed to prepare non-native English speakers in gaining confidence with speaking and listening in a variety of situations with an emphasis on vocabulary and idiomatic expressions.  Only for students admitted through the International Programs office. Assesses Core Learning Outcomes 1, 3."
IEP 065A   ,Intensive Listening and Speaking 2,-1,3.0,"Designed to prepare non-native English speakers to utilize speaking and listening in a variety of situations with an emphasis on vocabulary and idiomatic expressions with increased fluency and accuracy. Only for students admitted through the International Programs office. Assesses Core Learning Outcomes 1, 2, 3."
IEP 065B   ,Intensive Listening and Speaking 2,-1,3.0,"Designed to prepare non-native English speakers to utilize speaking and listening in a variety of situations with an emphasis on vocabulary and idiomatic expressions with increased fluency and accuracy. Only for students admitted through the International Programs office. Assesses Core Learning Outcomes 1, 2, 3."
IEP 073A   ,Intensive Grammar 1,-1,4.0,"Basic English grammar for non-native speakers with an emphasis on simple and progressive present, past, and future verb tenses, use of pronouns, singular, plural, and count nouns. Parts of speech, capitalization, and punctuation are also addressed. Only for students admitted through the International Programs office. Assesses Core Learning Outcomes 1, 3."
IEP 075A   ,Intensive Grammar 2,-1,4.0,"Intermediate English grammar for non-native speakers with an emphasis on verb tenses, sentence structure, and error correction. Only for students admitted through the International Programs office. Assesses Core Learning Outcomes 1, 3."
IEP 083A   ,Intensive Reading 1,-1,4.0,"Designed to improve academic reading skills for non-native speakers of English.  This class focuses on mastery of reading vital information for daily living skills in our community, using resources to build skills, and basic reading strategies. Only for students admitted through the International Programs office. Assesses Core Learning Outcomes 1, 3."
IEP 085A   ,Intensive Reading 2,-1,4.0,"Designed to improve academic reading skills for non-native speakers of English.  This class focuses on using reading strategies for successful mastery of comprehension for academic reading, as well as improvement of critical thinking skills. Only for students admitted through the International Programs office. Assesses Core Learning Outcomes 1, 2, 3."
IEP 085B   ,Intensive Reading 2,-1,4.0,"Designed to improve academic reading skills for non-native speakers of English.  This class focuses on using reading strategies for successful mastery of comprehension for academic reading, as well as improvement of critical thinking skills. Only for students admitted through the International Programs office. Assesses Core Learning Outcomes 1, 2, 3."
IEP 093A   ,Intensive Writing 1,-1,4.0,"Academic writing skills for non-native speakers of English.  Basic writing skills for the successful mastery of complete simple sentences with correct punctuation, utilization of descriptive vocabulary, and the writing process. *This course is only for students admitted through the International Programs office. Assesses Core Learning Outcomes 1, 3, 6."
IEP 095A   ,Intensive Writing 2,-1,4.0,"Development of academic writing skills for non-native speakers of English, including complete simple sentences and improvement towards creating compound and complex sentences within a well-structured basic paragraph. *This course is only for students admitted through the International Programs office. Assesses Core Learning Outcomes 1, 3, 6."
IEP 095B   ,Intensive Writing 2,-1,4.0,"Development of academic writing skills for non-native speakers of English, including complete simple sentences and improvement towards creating compound and complex sentences within a well-structured basic paragraph. *This course is only for students admitted through the International Programs office. Assesses Core Learning Outcomes 1, 3, 6."
IT 108S   ,Operating Systems Fundamentals,-1,5.0,"Introductory course focusing on the fundamentals of computer operating systems and the user interface. This course includes hands-on experience in both Microsoft Windows and Linux, with a strong emphasis on the Windows operating system.  Operating system topics include: configuration, installation and upgrades, virtualization, application management, file management, device drivers, and maintenance tasks. Students passing the final exam for this course will receive a Microsoft MTA certification demonstrating competency in the Windows Operating System. Assesses Core Learning Outcome 6. Lab fee: $45.55; Certification fee: $60."
IT 117S   ,CCNA 1: Introduction to Networking,-1,5.0,"This course introduces the architecture, structure, functions, components, and models of the Internet and other computer networks. The principles and structure of IP addressing and the fundamentals of Ethernet concepts, media, and operations are introduced. By the end of the course, students will understand the OSI Reference Model and will be able to build simple LANs, perform basic configurations for routers and switches, and implement IP addressing schemes. Lab fee: $45.55; Certification fee: $60."
IT 122S   ,CCNA 2: Networking Routing and Switching Essentials,-1,5.0,"Presents the concepts and configuration skills involved in designing, installing, and maintaining a Cisco switched Local Area Network (LAN).  Layers 1 and 2 of the OSI model will be emphasized.  Lab work will focus on using hubs and switches to create a segmented network.  Cisco Internet Operating System Command Line configurations will be used extensively. Lab fee: $45.55; Certification fee: $60."
IT 162S   ,Computing Operation and Troubleshooting,-1,4.0,"This course covers computing operation and advanced troubleshooting of hardware and operating systems in alignment with the second of two CompTIA A+ industry certification exams. Students receive hands-on experience with operating system installation and configuration, computer security principles, and mobile device operation. Assesses Core Learning Outcomes 5, 6. Lab fee: $45.55; Certification fee: $60."
IT 217S   ,CCNA 3: Scaling Networks,-1,5.0,"This course describes the architecture, components, and operations of routers and switches in larger and more complex networks. Students learn how to configure routers and switches for advanced functionality. By the end of this course, students will be able to configure and troubleshoot routers and switches and resolve common issues with OSPF, EIGRP, and STP in both IPv4 and IPv6 networks. Students will also develop the knowledge and skills needed to implement a WLAN in a small-to-medium network. Assesses Core Learning Outcomes 1, 2, 6. Lab fee: $45.55; Certification fee: $60."
IT 222S   ,CCNA 4: Connecting Networks,-1,5.0,"This course provides hands-on experience with the Wide Area Networking (WAN) technologies and network services required in a complex network. Students learn the selection criteria of network devices and WAN technologies to meet network requirements. Students learn how to configure and troubleshoot network devices and resolve common issues with data link protocols. Students will also develop the knowledge and skills needed to implement secured virtual private network (VPN) operations in a complex network. This is the final course in the CCNA series. Students completing this course will be prepared to pass the Cisco CCNA certification exam. Assesses Core Learning Outcomes 1, 2, 6. Lab fee: $45.55; Certification fee: $60."
IT 224S   ,Server Administration Fundamentals,-1,5.0,"Local Area Network (LAN) server installation, configuration and management. Covers topics such as equipment choice, network operating 
system choice, user account administration, system security, data protection, Internet connectivity, and monitoring system performance. Assesses Core Learning Outcomes 1, 6.

Lab fee: $45.55; Certification fee: $60."
IT 228S   ,Information Security Fundamentals,-1,5.0,"Presents the principles of information security.  Both the managerial and the technical aspects of the discipline are explored and knowledge areas of the CompTIA Security+ Certification and Microsoft MTA Security Certification are addressed. Includes examples of issues faced by information technology professionals and tools for designing security policy, acceptable use policy, materials disposal policy and access management policy. Threat assessment, risk assessment and disaster recovery strategy are discussed. Course offers some opportunities for hands-on experience with security software tools. Assesses Core Learning Outcomes 1, 4, 6. Lab fee: $45.55; Certification fee: $60."
IT 240S   ,Linux Systems Administration,-1,5.0,"Presents the Linux operating system from the perspective of a systems administrator. Topics include Linux shell commands and essential tools, administration of local and remote systems, file systems, storage management, operating system deployment, user account management, and security. Assesses Core Learning Outcomes 1, 5, 6. Lab fee: $45.55; Certification fee: $60."
IT 251S   ,Computer Careers Internship,-1,5.0,"Provides students with a safe, supervised work environment to apply their academic skills.  This allows the student to put into practice administrative and technical skills, to foster professional growth, and to gain self-confidence directly associated with certification and/or the degree focus of the student. Assesses Core Learning Outcome 6."
IT 252S   ,Advanced Computer Careers Internship,-1,5.0,"On-the-job work experience in occupations directly related to students career choice. This advanced internship reinforces the students expertise gained in the Computer Systems courses. Internships are arranged with private industry, government agencies, and/or nonprofit organizations. Internships may be paid or unpaid as available. Assesses Core Learning Outcome 6."
ITAL 121CEL ,Italian I,-1,5.0,"(H) First in a sequence of courses to practice functional elements of Italian pronunciation, grammar and culture in the context of practical conversational Italian. Listening, speaking, reading and writing to communicate in a logical, natural and personalized way. Assesses Core Learning Outcomes 1, 3, 4."
JAPN& 122A   ,Japanese II,-1,5.0,"(H)  Beginning sequence of courses to practice functional elements of Japanese pronunciation, grammar, vocabulary, and sentence patterns in the context of practical conversational Japanese with correct understanding of cultural and social background.  The Japanese writing system is taught from early stage to provide total experience of the language. Assesses Core Learning Outcomes 1, 3, 4."
JAPN& 123S   ,Japanese III,-1,5.0,"(H)  Beginning sequence of courses to practice functional elements of Japanese pronunciation, grammar, vocabulary, and sentence patterns in the context of practical conversational Japanese with correct understanding of cultural and social background.  The Japanese writing system is taught from early stage to provide total experience of the language. Assesses Core Learning Outcomes 1, 3, 4."
JAPN& 223HY  ,Japanese VI,-1,5.0,"(H)  Continuation of JAPN& 222.  Acquisition of listening, speaking, reading and writing skills through a variety of activities to handle common situations.  Reading and writing of essays, diaries, and stories. Assesses Core Learning Outcomes 1, 3, 4."
JOURN 111HY  ,Multimedia Journalism,-1,5.0,"(HP) Conventions of Web journalism emphasizing immediacy, interactivity, accuracy and reliability within the context of ethical journalistic practices. Requires a facility with the fundamentals of newsgathering. Effective practice of journalism in the multimedia environment of the Web, including reporting, presenting and evaluating the news. Assesses Core Learning Outcome 3. Lab fee: $104.50."
JOURN 170A   ,Student News Media,-1,3.0,"(TE) Production course for The Clipper, EvCCs student news organization. This collaborative, student-led lab sees participants exploring and applying journalism skills including ethics, writing, editing, photography, design and multimedia. Assesses Core Learning Outcomes 1, 2, 3. Lab fee: $80.92."
JOURN 250A   ,Journalism Internship,-1,5.0,Supervised work experience as an intern.  May be with a qualified employer or in a project with a private or public agency.  Students must have completed most of the required coursework and must obtain a recommendation for internship from their instructor.  It is the students responsibility to obtain the internship.  Performance will be evaluated by the college instructor and the internship supervisor.  Internship can apply once to AFA degree electives.  May be repeated two times for credit.  comp+dig lab fee 2 cr : $106.84
JOURN 299A   ,Special Projects,-1,5.0,Special Projects
MATH 060A   ,Professional/Technical Math,-1,3.0,"Designed to meet the needs of the cosmetology student. Topics in arithmetic of whole numbers, decimals and fractions, percents, ratios and proportions, and measurement with applications. Assesses Core Learning Outcomes 1, 2."
MATH 078A   ,Review of Arithmetic and Algebra,-1,2.0,"Self-paced review of arithmetic and algebra concepts in a computer-mediated lab setting. Students work with an instructor to complete assignments from other math classes in which they are enrolled, or design an individual plan to include specific skills. Assesses Core Learning Outcome 1."
MATH 078B   ,Review of Arithmetic and Algebra,-1,2.0,"Self-paced review of arithmetic and algebra concepts in a computer-mediated lab setting. Students work with an instructor to complete assignments from other math classes in which they are enrolled, or design an individual plan to include specific skills. Assesses Core Learning Outcome 1."
MATH 078C   ,Review of Arithmetic and Algebra,-1,2.0,"Self-paced review of arithmetic and algebra concepts in a computer-mediated lab setting. Students work with an instructor to complete assignments from other math classes in which they are enrolled, or design an individual plan to include specific skills. Assesses Core Learning Outcome 1."
MATH 078D   ,Review of Arithmetic and Algebra,-1,2.0,"Self-paced review of arithmetic and algebra concepts in a computer-mediated lab setting. Students work with an instructor to complete assignments from other math classes in which they are enrolled, or design an individual plan to include specific skills. Assesses Core Learning Outcome 1."
MATH 078S   ,Review of Arithmetic and Algebra,-1,2.0,"Self-paced review of arithmetic and algebra concepts in a computer-mediated lab setting. Students work with an instructor to complete assignments from other math classes in which they are enrolled, or design an individual plan to include specific skills. Assesses Core Learning Outcome 1."
